503645043010584576,Injury count increasing. California quake one of the USA's strongest this year http://t.co/Xk0Bx95Ibj via @USATODAY
503645013793062912,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645018138361856,6.0 #Napa Quake Is Largest #California Earthquake In 25 Years! http://t.co/lQin4BLVWR
503644998840352768,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503645007547346944,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503644975889133568,Dateline, Napa: Neighborhood sends cooking staff to loot stores following 6.0 quake. http://t.co/UZtJyDc8G1
503645019048534016,experimenting with color for the #napa #earthquake 3D model of shake intensity http://t.co/JAHOrpt66q
503645023275991040,6.1 earthquake is strongest to hit Bay Area since 1989 World Series quake, says CNN meteorologist Todd Borek. http://t.co/ggmFkT1mrS
503644972176777216,Strong 6.0-magnitude quake hits California http://t.co/x1adHYIvY4 #sbsnewswrap http://t.co/0R8XCOLHQb
503644932251594752,Strongest Earthquake in 25 Years Hits Northern California #Science http://t.co/tL9ZCLnZuZ
503644933316542464,Fire erupts after quake rocks California wine country http://t.co/rm4QpE9tqO
503644986257440768,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644998412554240,Images of the #Earthquake damage in #Napa http://t.co/skoMrk4qiL
503644978183413761,Over 85 Injured in 6.0 Bay Area Earthquake - http://t.co/7Fl5wgHsDu http://t.co/aEpW3HoAkj
503644955743485952,Magnitude 6.0 quake in California causes injuries, fires, power outages http://t.co/T4zwwAeR8s
#Californiaearthquake http://t.co/izqcrUEXkS
503644946587721730,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644918074843137,6.0 Earthquake in Napa this morning. Oh, the HORROR! This is the stuff of nightmares! http://t.co/aBoeaFxDj6
503644916732682240,Earthquake in California (Napa) wine country. Did anyone get hold of that most famous @mets player and grape grower, my pal Seaver? #GTS
503645011096117248,From inside the Marriott #napaquake http://t.co/P51Hguatcx
503644933589184512,Apparently I missed an earth quake here in California this morning?  My sister just called from New York to see if I felt it.  Nope. :)
503644918146158593,experimenting with color for the #napa #earthquake 3D model of shake intensity http://t.co/JAHOrpt66q
503645004322312192,California Hit With Earthquake Of 6.0 Magnitude http://t.co/El05JNPvQv
503644938798522368,6.1 earthquake hits American Canyon "WALMART" | Napa Valley 8/24/2014! http://t.co/Lkv34gXhlo
503644955756486656,Napa Rocked by Magnitude-6.0 Earthquake; State of Emergency Declared | KTLA http://t.co/Is8iZdfHzP
503645017693777920,Reading about home and the #napaquake ,hope all of our friends and the community are doing ok.glad we missed it but wishing we could help
503645042398208000,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503645043538657280,California governor declares emergency from quake - http://t.co/nnlqVcazQF
503645039726448640,Earthquake near San Francisco/Sacramento rocks buildings, shatters glass, Twitter users report http://t.co/oDy3rKPBto http://t.co/ujZKhoEp0O
503645006327209984,Strong 6.0 Earthquake Hits Northern California [Video] - http://t.co/B8skrtwPBZ http://t.co/kCKJTCi1V0
503644930187993089,The largest earthquake to hit the Bay Area in 25 years sent people to hospitals, ignited fires, damaged historic... http://t.co/2a10y9crcf
503644966342512642,A state of emergency has been declared after a magnitude 6 quake hit Napa, Northern Cali. Largest quake in Bay area in 25 yrs #Newsroom
503644974131707904,Biggest quake in decades knocks out power to about 40,000 homes and businesses in northern San Francisco area | http://t.co/CMJokKk6No
503644991239909376,[News Update] | Earthquake Hits North California http://t.co/t6ZYBffpcm |Via Daily Times
503645005290823681,Earthquake in Napa. Vintage wine destroyed. Call out the National Guard. Alert the cable channels. Move to Texas. Blame it on Obama.
503645036760666112,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645099423973376,Love and prayer to all those touched by the earthquake in California! #SpilledWineMakesMeCry
503645172102889472,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503645123133964288,State of emergency after Calif. quake http://t.co/H2UJFZHTh5 via @usatoday our prayers are with the people of Northern California
503645136426119168,whenever an earthquake happens in California people either sleep right through it or wake up immediately and go back to sleep
503645117094182912,Northern California rocked by magnitude 6 0 earthquake: http://t.co/f51LQl2Qcr via @YouTube
503645044575064064,A 6.0 earthquake hit Northern California this morning, most damage centering in Napa region: http://t.co/aGSmccdi0q http://t.co/KPlPNLCZZW
503645212208427008,California Earthquake: Three Critically Injured As Governor Declares Emergency #NewsAd link http://t.co/wXFmyVouT9
503645174350614528,Do you know? Napa earthquake: Vallejo officials report minor damage, two dozen injuries http://t.co/eXfMAPUVGo
503645089164296192,6.0-magnitude quake rocks northern California http://t.co/1w4nEQtJ6I  @ABCNews at 7 @612brisbane @abcnews_qld
503645198652428289,California Earthquake: Three Critically Injured As Governor Declares Emergency #NewsAd link http://t.co/5wFL7S3nU8
503645050627035136,SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME
503645075163717632,Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA
503645207355592704,Three buildings on Brown Street that were damaged during the #napaquake were masonry buildings that were not retrofitted, officials say.
503645074740084736,Earthquake rattles, doesn't wreck Napa wineries: Some wineries could be facing substantial financial damage, t... http://t.co/PK8XUWIkkC
503645153534693377,When earthquakes break off lemons, make lemonade http://t.co/afl0rwfrZM Iconic photo by @nbcbayarea photographer  Jeremy Carroll. #napaquake
503645200183730177,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645103496638464,This photo! MT @SFGate: Latest photos and updates from #Napaquake here: http://t.co/ssg3a1xuQo #earthquake http://t.co/GBnMxj52VH
503645147146383360,If affected by #NapaEarthquake, we can help: USAA Mobile App, http://t.co/O9SFGO6F4G, http://t.co/jCVYQYLaN7 &amp; 1-800-531-8722.
503645067576217600,Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503645064124305408,#NapaQuake: 21,000 Still Without Power: http://t.co/5Y00cOmGsV #earthquake
503645071443382272,6.0-magnitude quake rocks northern California http://t.co/1w4nEQtJ6I  @ABCNews at 7 @612brisbane @abcnews_qld
503645217510019073,South Napa earthquake aftermath: Dozens injured, homes destroyed, thousands without power: At least four homes... http://t.co/w2BRHUpGa1
503645095695233025,Sadly, some #Napa residents lost their homes during earthquake and fire. 
https://t.co/l2ygv5MGfv via @MatthewKeysLive #EarthquakeCalifornia
503645213274165250,Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/6edoLsODLC
503645201173200897,Seismologist at Berkeley Lab Says Early-Warning System Worked in Napa Quake: http://t.co/k4Ubx5aM5t
503645102318034944,Large earthquake rattles San Francisco Bay Area - http://t.co/6RpaiWOa7F http://t.co/MTK895AMSn
503645180017524736,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645117404553216,Strong California earthquake causes injuries, damage: The largest earthquake to hit the San Francisco Bay Area... http://t.co/1Qwxp7c3vC
503645199026106368,Napa Valley damaged, more than 100 hurt in 6.0 magnitude Northern California quake http://t.co/FgT6Dk3mVQ
503645169993129984,In a strange twist, Napa police said a body was just found in a Main Street building. Had been there for "days," not earthquake-related.
503645208383201281,The latest on damaging earthquake in California http://t.co/FydJDHgLHB #vegas
503645131342229504,Time to walk around &amp; evaluate our own home's earthquake proof-ness - 6.0 earthquake shakes Northern CA http://t.co/2RnzHo6l0t @MailOnline
503645162233290752,There will b billions of $ in damage this #earthquake.  Please support your #napa businesses &amp; buy more wine. Will be a challenging year.
503645045082570752,PHOTOS: South Napa #earthquake rattles wine country http://t.co/6IRnZciB8e http://t.co/D8lRIBlPPj
503645067932733440,Vallejo's Monica Miller said the #napaquake felt like it was under her mobile home.  Now looking into quake insurance http://t.co/A9HRjlvjSP
503645159536738306,Don't think I can ever call myself altruistic again if my first thought upon hearing about the Napa earthquake was "IS THE WINE OKAY?!!"
503645098551558144,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503645088283496448,Sorry about the earthquake, Bay Area. Enjoy watching a Giants implosion.
503645050656419840,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645170466684928,Some of the lesser damage inside Napa Valley mobile home park #napaquake http://t.co/B95G7LTnAu
503645055320485888,California winemakers cleaning up after quake http://t.co/5N30p1PRE4
503645219917922304,The impact (earthquake) was on the Bay Area folks. You all be safe out there. http://t.co/OcJJdHrGjv
503645175319912450,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503645085654089728,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503645094181085185,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503645202007851008,CAL FIRE/Napa County Fire continue to assist with multiple earkquake related incidents due to the #Napaquake (Napa County).
503645077357350912,"Anyone have an extra newspaper building we could borrow?" @NapaRegister office: #NapaQuake https://t.co/6Yv5kj17X7 http://t.co/HNdRm5iSdO
503645108689207296,So sad. Earthquake Rattles Napa Harvest http://t.co/w2RwtT8cTZ
503645094462124032,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503645057656700928,The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M
503645131883286528,#napaquake PG&amp;E says initially 30,000 left without power starting at 3:30am -Now working to restore power to 24,000 still w/out @nbcbayarea
503645161138565120,#earthquake.  This crack in a Napa vineyard is at least 10 feet deep http://t.co/AhFGn6slqd
503645222186668032,The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C
503645058110083072,Photos show earthquake devastation in Napa wine country http://t.co/9ts3t26Eky
503645174958804992,Do you know? Napa quake tourism: Should you stay or should you go? http://t.co/AGL6FeXaa6
503645214926307328,The latest on damaging earthquake in California http://t.co/ODmHlTXeci
503645146844758016,California winemakers cleaning up after quake (from @AP) http://t.co/1nyP1rNyoF
503645197587070976,Napa schools to close Monday in wake of quake: Napa Valley Unified School District will be closed Monday in the... http://t.co/SvPmI1iqUp
503645138435182592,89 injd in 2days 6.0mag Napa Calif quake, worst in 25 yrs. Power outages. Bldgs damaged. Gov declares state of emerg. http://t.co/i53dEgY77U
503645170760683523,I don't want to say Napa Valley got shook up by that earthquake, but all 2015 wine will now be grape soda #thankyouladiesandgerms
503645196156805120,Winemakers evaluate Napa earthquake damage http://t.co/ilBIyyynin #SF #News #49ers
503645175696990208,Do you know? Napa earthquake: 6.0 shaker jolts the Bay Area early Sunday http://t.co/tR95xWu2yH
503645114619551744,Napa restaurants assess the Northern California earthquake damage [UPDATES]: http://t.co/pZAs1gpl02
503645139735445504,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503645076942102528,We're in Hayward, CA and felt that earthquake in Napa this morning. Wasn't as severe but there were tremors
503645097565495296,CA Rep. Mike Thompson: "some of the wineries have been hit pretty hard." #napaquake @msnbc
503645124019384320,California earthquake: three critically injured and 87 sent to hospital http://t.co/ID2T0aQei2 #uk #unitedingdom
503645301727444994,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645271562412032,#napaquake Just arrived in downtown #Napa. Bricks, damage litters street. Widespread thru older section of Napa #CNN http://t.co/tj3FQsFvjb
503645282987679744,See the latest photos and updates from #Napaquake here: http://t.co/qBxusjsHYt http://t.co/2QDX6aZ5a8 via @SFGate
503645262175567872,Backside of historic downtown #Napa home folded all different ways #napaquake http://t.co/9f2nEliyJI
503645257804689409,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645285948481536,Magnitude 6.1 EARTHQUAKE moment Vallejo, CA | 08 - 24 - 2014:    submitted by  jhug  [link] [6 comments]  http://t.co/rrhM0NRpLC
503645288246939649,#quaketipsfortech If you, like me, are an earthquake-ignorant idiot who moved into the bay area for a tech company:  http://t.co/CS15PPeuOx
503645255720124416,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/t3RrBUvbaM
503645256420569088,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/rJuyd2NUTX
503645250091757568,"@clydetheslyde: Conservatives already assessing blame on this morning's San Francisco area #earthquake " ::ROLLING:: http://t.co/SnhoAlJ2Ry
503645289987600385,#Boston #News California winemakers cleaning up after quake: Winemakers in California's storied Napa Valley wo... http://t.co/aek3JY1eI2
503645301886832640,Winship building in downtown #napa, which suffered significant damage in Sundays 6.0 #quake. http://t.co/ntSdyi8rDx
503645251727556609,#NapaQuake Stats: Six Flags will also be shut down to inspect for earthquake damage. Full story: http://t.co/U3uVl1mH0K
503645225126883328,Downtown Napa post office just got red tagged #unsafe. #napaearthquake http://t.co/ES2AIgLdKT
503645291586015232,Chabad center in Napa Valley damaged by #earthquake, but rabbi quickly attends to his community. http://t.co/x31LFXqUoZ
503645316743458816,Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled classes and activities
503645272086282240,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/uTOHFgo5Qj
503645245373169664,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503645260845944832,Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http://t.co/VMcw6hQcjf
503645289597919232,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645230139052032,Inexplicable: @CBSSF --why do you have golf on? #napaquake Inexcusable.
503645300506914816,Woke up to my bed rattling around last night, and thought it was a dream. #california #earthquake
503645313564155906,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503645236933824513,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/LUBFqnHMbC
503645299886530562,A 6.0 earthquake hit Northern California this morning, most damage centering in Napa region: http://t.co/aGSmccdi0q http://t.co/KPlPNLCZZW
503645247868383232,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/0SYw2ADd7a
503645279900278784,Building red tagged #earthquake Napa http://t.co/MSWQHtQXYB
503645322972000256,Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503645238447988736,California earthquake, 120 injured
http://t.co/ylkUYq3csG
503645309701218304,LATEST Numbers On The #NapaQuake! http://t.co/2kLI5K8kp0
503645293653409792,Are you guys ok? #earthquake #ca #usa
503645226565517312,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503645285700997120,California winemakers cleaning up after quake http://t.co/nGLN242Njn
503645244035186689,RT @KTVU: City of Napa confirms all Napa Valley Unified School District campuses will be closed Monday #napaearthquake
503645225659957249,IT WORKED: There was 10-second warning before Napa earthquake by Berkeley scientists. https://t.co/X64UgJo391
503645225948958720,6.0 earthquake shakes Northern #California http://t.co/0h6npL076O via @MailOnline
503645243539861504,New quake map shows Pacific NW at high risk: http://t.co/aXn50AWSZW  #napaquake
503645322162499584,You're welcome! Trying to curate. RT @BakerLaneWine: Getting most of our info on #napaquake  from reporting/tweets of @wblakegray -- thanks!
503645242944663552,From inside the Marriott #napaquake http://t.co/P51Hguatcx
503645237722361857,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/CmDBZnzpWP
503645251769081856,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503645297457635328,UC Berkeley's early warning system gave residents 10 seconds to prepare for the #napaquake. http://t.co/vRFhAtVOZB
503645289408765952,#Boston #News Biggest quakes by magnitude in California: By The Associated Press California, where a quake and... http://t.co/cshFhu7VgY
503645264503005184,Magnitude 6.1 Earthquake Strikes Napa Valley, At Least 120 Injured, Tens of Thousands Without Power  (http://t.co/6JecblhqBu)
503645260937842689,whenever an earthquake happens in California people either sleep right through it or wake up immediately and go back to sleep
503645249034387456,6.0-magnitude earthquake hits Northern California: At least 120 people were injured, six critically, after a... http://t.co/8g6rY72AeG
503645271398416384,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/w8qPbPdCeo
503645232697974784,Thousands Without Power Sunday Afternoon Following Early-Morning Napa Quake http://t.co/d3zyGqBZre #sanfrancisco
503645323730751489,Magnitude 6.0 Earthquake hits Northern California: Northern California was hit by a magnitude 6.0 earthquake... http://t.co/IeUD2pjmb5
503645245855129600,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/Fyw0ayodwX
503645294601330690,Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http://t.co/VMcw6hQcjf
503645281628352512,Magnitude 6.1 EARTHQUAKE moment Vallejo, CA | 08 - 24 - 2014:    submitted by  jhug  [link] [6 comments]  http://t.co/V3Xly4iloP
503645317535780864,6.0 Magnitude Earthquake Rocks California: Northern Californian residents were shaken and stirred w... http://t.co/9bkc1faZJa @LA_Herald
503645242206478338,How long before someone starts blaming the gays for the California earthquake?
503645316239745024,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/oKUGZk1c7K
503645288754470915,#Boston #News The latest on damaging earthquake in California: This is what Associated Press reporters on the ... http://t.co/N7ciduNXh3
503645267464163328,New quake map shows Pacific NW at high risk:
http://t.co/gvgPyiD7Tf #napaquake
503645274342838272,RT @TheFireTracker2: RT @MikeNiccoABC7: US Forest service bldg on Mare Island suffers major water break. 300 emoyees affected. #napaquake
503645243351515136,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503645292990722048,#napaquake #earthquake #mapit 
More on the Pfeiffer Building, which may become the symbol of this quake http://t.co/ZGdeaGN0gp
503645270446702593,Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled classes and activities
503645245003677696,Photos of damage caused by 6.0 California earthquake http://t.co/stGuDmiAzS #SouthNapaQuake #NapaQuake
503645228948279296,John McCain Used The Bay Area Earthquake To Blast Obama's Foreign Policy http://t.co/pwvzHoqbeC #sanfrancisco
503645277354721280,Napa Wine Collective aka Sam Kee Laundry building &amp; Plaza Hotel are severely damaged. #napaearthquake #earthquake http://t.co/BskM8W5nO2
503645305863430144,. @hetz_molly my sideways case shipper boxes on the closet floor work great as a #wine cellar! #napaquake #Napa #earthquake
503645336758669312,M6.1 - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC http://t.co/aua1oMc9jk
503645413787049984,The earthquake in Northern California left the area devastated http://t.co/IgvuEFdYad
503645420875423746,Most Californians don't have #earthquake insurance. In #Napa &amp; Sonoma only about 1 in 10 do. http://t.co/FzA6qoEseh via @gregorywallace
503645439120248832,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/DxYu7olDGQ
503645392248922112,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503645414235856896,Reading and watching the news coming in from #Napa. Extensive damage but very fortunately few human casualties #earthquake #wine #solidarity
503645368626597889,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/ZrG25I55sI
503645334414049280,California's 6.0 quake Sunday was the largest to hit the Bay Area since 1989 http://t.co/egWoDEpOR2 (Photo @AP) http://t.co/yneUivmNFS
503645371428384768,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645447869591552,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/gji0vINjYb
503645323970224130,Incredible: UC-Berkeley system gave 10-sec warning before #napaquake - could give time to stop elevators, slow trains before the "big one"
503645325853093889,Earthquake early-warning system gave a 10-second alert before the Napa quake was felt this morning http://t.co/pGFLnnJqsO
503645346053234689,Sending thoughts and prayers to everyone in the North Bay and Napa. #earthquake #NoPlaceLikeHome
503645420472397824,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea
503645368001634304,Strong 6.0-magnitude quake hits nthern California injuring dozens &amp; damaging historic buildings in Napa http://t.co/63aDHDEkdr via @abcnews
503645387882647552,#spanishwine Earthquake Strikes Napa Valley; Wineries Assess Damage (Wine Spectator): Dozens injured, building... http://t.co/zYkaHnGEwU
503645450226765824,#napa #earthquake damage inside mobile home park https://t.co/pmFjdvyVxb
503645436498833408,Sunday's California quake is the strongest non-Alaska temblor to hit the U.S. so far this year. http://t.co/pknspOgdxr
503645328793288704,Strong earthquake hits northern California: Washington, Aug 24: An earthquake of 6.0 magnitude rocked northern... http://t.co/UbQyCIwszI
503645438495694848,The kids informed us that the damage in Napa was in fact caused by the Hulk, and not an earthquake as is being reported. Just so you know.
503645426260525056,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503645445563105280,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/CmDBZnzpWP
503645400079675392,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645388830560256,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645439795548160,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/IR1qY6BQQS
503645448134201344,Earthquake rocks northern California - http://t.co/gNMkK2J4Ik
503645393997946880,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/RhiQS2bMRk
503645446498430976,Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/6edoLsODLC
503645428135374848,SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake. Looks like tornado.

(Sent from KRON 4) http://t.co/aj64POzonx
503645327107190784,When life gives you lemons, skate board on earth quake damaged streets. http://t.co/dQrSl7ARyO
503645418459103232,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/Ips2BOJDYl
503645372590219265,Napa official: 15 to 16 buildings not inhabitable after quake, limited access to many others - @AP http://t.co/0TVL11aScb
503645340306644992,UPDATED: Magnitude-6.0 earthquake rocks Northern California, prompts state of emergency http://t.co/CaR6Gv2nec
503645394384191488,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503645442614497280,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503645369356402688,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/8Q9wE3rbeG
503645362125414400,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645437484494848,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as... http://t.co/TpX2qAz4IS
503645375886938112,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/xheCOEJx4j
503645380249018368,Napa Valley Wineries Picking Up the Pieces After Earthquake - ABC News http://t.co/Qxwyu6N2S2 via @ABC
503645366018113536,Praying for all those in Napa, California after 6.0 earthquake. Critical injuries, lots of concern.
503645379494027264,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503645429217492992,BREAKING: Napa official: 15 to 16 buildings not inhabitable after quake, limited access to many others.
503645363069542401,It's weird. Last night here in California we had a 6.1 #earthquake but I was not afraid, knowing things in #Gaza are 10000 times worse.
503645369927237632,Photos Show Damage Following Napa Earthquake http://t.co/K4cpeRThUY
503645447341092864,California Winemakers Cleaning up After Quake http://t.co/CanpgfXoj4
503645367934918656,Someone told me that there was an earthquake in California today. Is that true?
503645347264995328,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503645373379125248,RT @nbcbayarea: Napa: Skaters find upside to quake damage. Video: http://t.co/vsKpdwYZWK (Pic: Jeremy Carroll) http://t.co/wcEqkR1RtW
503645351069626370,Big earthquake in Napa this morning. Locals described it as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."
503645429960290304,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645419121803264,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/eQT1bQRe4g
503645380752338944,#WorldNews Quake hits California wine country: A POWERFUL quake has struck the winegrowing region of northern ...  http://t.co/07g2TtGGCV
503645436997955585,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645426122113024,Atlanta (GA) CBS46: Strong California quake causes injuries, damage
503645376532848640,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/dTpXcrjlA4
503645340801564672,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503645423005757442,In a strange twist, Napa police said a body was just found in a Main Street building. Had been there for "days," not earthquake-related.
503645420803735552,The #Napa #earthquake last night was Tim Draper's attempt to finally get the 6 independent states of CA he's always wanted. Nice try, dude.
503645371340312576,A 6.0 magnitude quake near Napa Valley..no report of any fatalities...
503645436129714176,The Latest on Damaging Earthquake in California: The latest from AP reporters on scene after California earthq... http://t.co/5HnGZsETjV
503645407654998016,Napa official: 15 to 16 buildings not inhabitable after quake, limited access to many others - @AP http://t.co/0TVL11aScb
503645387539107843,#NapaEarthquake destroys buildings, causes injures. Photos of #earthquake damage: http://t.co/wnUegOpx4T #napaquake http://t.co/uEodVdWhrZ
503645383499993088,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645427162296321,Napa quake tourism: Should you stay or should you go?: Tourism officials advise: stay away from downtown Napa... http://t.co/vuRtQUAj8w
503645382249697280,SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME
503645353531695105,PHOTOS: South Napa #earthquake rattles wine country http://t.co/6IRnZciB8e http://t.co/D8lRIBlPPj
503645420900196352,@RyanPaevey @GovPressOffice: .@JerryBrownGov declares State of Emergency for #NapaQuake: http://t.co/IpjOCXql25
503645346132922369,@TheNorthernAlex @JoshuaPerna @Lelo4042 We need to pray for the Bay Area there was a 6.0 earthquake with multiple injuries! #BayAreaQuake
503645441301311489,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503645388520181760,LATEST: State of emergency, dozens injured as #California hit by largest #quake in 25 years http://t.co/0cx3t9yw1t http://t.co/2UxrWBaumw
503645336154689537,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503645356207665152,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503645445629833216,Latest on the 6.0 magnitude quake that shook Napa Valley - http://t.co/TvkOAdtQuY
503645498298097664,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503645568942747648,@WayneFreedman Verizon offering free cell phone charging and internet access at Napa and Vallejo VZW stores. #napaquake
